nodeIndex, graphIndex, pos_x, pos_y, pos_z, penalty, area, destroyed, flags, tag, walkable
64, 0, -4.952, 0, -40.648, 0, 2, False, 121, 0, True
65, 0, -4.152, 0, -40.648, 0, 2, False, 121, 0, True
66, 0, -3.352, 0, -40.648, 0, 2, False, 121, 0, True
67, 0, -2.552, 0, -40.648, 0, 2, False, 121, 0, True
68, 0, -1.752, 0, -40.648, 0, 2, False, 121, 0, True
69, 0, -0.952, 0, -40.648, 0, 2, False, 121, 0, True
70, 0, -0.152, 0, -40.648, 0, 2, False, 121, 0, True
71, 0, 0.648, 0, -40.648, 0, 2, False, 121, 0, True
72, 0, 1.448, 0, -40.648, 0, 2, False, 121, 0, True
73, 0, 2.248, 0, -40.648, 0, 2, False, 121, 0, True
74, 0, 3.048, 0, -40.648, 0, 2, False, 121, 0, True
75, 0, 3.848, 0, -40.648, 0, 2, False, 121, 0, True
76, 0, 4.648, 0, -40.648, 0, 2, False, 121, 0, True
77, 0, 5.448, 0, -40.648, 0, 2, False, 121, 0, True
78, 0, 6.248, 0, -40.648, 0, 2, False, 121, 0, True
79, 0, 7.048, 0, -40.648, 0, 2, False, 121, 0, True
80, 0, 7.848001, 0, -40.648, 0, 2, False, 121, 0, True
81, 0, 8.648001, 0, -40.648, 0, 2, False, 119, 0, True
82, 0, 9.448001, 0, -40.648, 0, 2, False, 119, 0, True
83, 0, 10.248, 0, -40.648, 0, 2, False, 119, 0, True
84, 0, 11.048, 0, -40.648, 0, 2, False, 119, 0, True
85, 0, 11.848, 0, -40.648, 0, 2, False, 119, 0, True
86, 0, 12.648, 0, -40.648, 0, 2, False, 119, 0, True
87, 0, 13.448, 0, -40.648, 0, 2, False, 119, 0, True
88, 0, 14.248, 0, -40.648, 0, 2, False, 119, 0, True
89, 0, 15.048, 0, -40.648, 0, 2, False, 119, 0, True
90, 0, 15.848, 0, -40.648, 0, 2, False, 119, 0, True
91, 0, 16.648, 0, -40.648, 0, 2, False, 119, 0, True
92, 0, 17.448, 0, -40.648, 0, 2, False, 119, 0, True
93, 0, 18.248, 0, -40.648, 0, 2, False, 119, 0, True
94, 0, 19.048, 0, -40.648, 0, 2, False, 119, 0, True
95, 0, 19.848, 0, -40.648, 0, 2, False, 119, 0, True
96, 0, 20.648, 0, -40.648, 0, 2, False, 119, 0, True
97, 0, 21.448, 0, -40.648, 0, 2, False, 119, 0, True
98, 0, 22.248, 0, -40.648, 0, 2, False, 119, 0, True
99, 0, 23.048, 0, -40.648, 0, 2, False, 119, 0, True
100, 0, 23.848, 0, -40.648, 0, 2, False, 117, 0, True
101, 0, -55.352, 0, -39.848, 0, 2, False, 127, 0, True
102, 0, -54.552, 0, -39.848, 0, 2, False, 127, 0, True
103, 0, -53.752, 0, -39.848, 0, 2, False, 127, 0, True
104, 0, -52.952, 0, -39.848, 0, 2, False, 127, 0, True
105, 0, -52.152, 0, -39.848, 0, 2, False, 127, 0, True
106, 0, -51.352, 0, -39.848, 0, 2, False, 127, 0, True
107, 0, -50.552, 0, -39.848, 0, 2, False, 127, 0, True
108, 0, -49.752, 0, -39.848, 0, 2, False, 127, 0, True
109, 0, -48.952, 0, -39.848, 0, 2, False, 127, 0, True
110, 0, -48.152, 0, -39.848, 0, 2, False, 127, 0, True
111, 0, -47.352, 0, -39.848, 0, 2, False, 127, 0, True
112, 0, -46.552, 0, -39.848, 0, 2, False, 127, 0, True
113, 0, -45.752, 0, -39.848, 0, 2, False, 127, 0, True
114, 0, -44.952, 0, -39.848, 0, 2, False, 127, 0, True
115, 0, -44.152, 0, -39.848, 0, 2, False, 127, 0, True
116, 0, -43.352, 0, -39.848, 0, 2, False, 127, 0, True
117, 0, -42.552, 0, -39.848, 0, 2, False, 127, 0, True
118, 0, -41.752, 0, -39.848, 0, 2, False, 127, 0, True
119, 0, -40.952, 0, -39.848, 0, 2, False, 127, 0, True
120, 0, -40.152, 0, -39.848, 0, 2, False, 127, 0, True
121, 0, -39.352, 0, -39.848, 0, 2, False, 127, 0, True
122, 0, -38.552, 0, -39.848, 0, 2, False, 127, 0, True
123, 0, -37.752, 0, -39.848, 0, 2, False, 125, 0, True
124, 0, -36.952, 0, -39.848, 0, 2, False, 125, 0, True
125, 0, -36.152, 0, -39.848, 0, 2, False, 125, 0, True
126, 0, -35.352, 0, -39.848, 0, 2, False, 125, 0, True
127, 0, -34.552, 0, -39.848, 0, 2, False, 125, 0, True
128, 0, -33.752, 0, -39.848, 0, 2, False, 125, 0, True
129, 0, -32.952, 0, -39.848, 0, 2, False, 125, 0, True
130, 0, -32.152, 0, -39.848, 0, 2, False, 125, 0, True
131, 0, -31.352, 0, -39.848, 0, 2, False, 125, 0, True
132, 0, -30.552, 0, -39.848, 0, 2, False, 125, 0, True
133, 0, -29.752, 0, -39.848, 0, 2, False, 125, 0, True
134, 0, -28.952, 0, -39.848, 0, 2, False, 125, 0, True
135, 0, -28.152, 0, -39.848, 0, 2, False, 125, 0, True
136, 0, -27.352, 0, -39.848, 0, 2, False, 125, 0, True
137, 0, -26.552, 0, -39.848, 0, 2, False, 125, 0, True
138, 0, -25.752, 0, -39.848, 0, 2, False, 125, 0, True
139, 0, -24.952, 0, -39.848, 0, 2, False, 125, 0, True
140, 0, -24.152, 0, -39.848, 0, 2, False, 125, 0, True
141, 0, -23.352, 0, -39.848, 0, 2, False, 125, 0, True
142, 0, -22.552, 0, -39.848, 0, 2, False, 123, 0, True
143, 0, -21.752, 0, -39.848, 0, 2, False, 123, 0, True
144, 0, -20.952, 0, -39.848, 0, 2, False, 123, 0, True
145, 0, -20.152, 0, -39.848, 0, 2, False, 123, 0, True
146, 0, -19.352, 0, -39.848, 0, 2, False, 123, 0, True
147, 0, -18.552, 0, -39.848, 0, 2, False, 123, 0, True
148, 0, -17.752, 0, -39.848, 0, 2, False, 123, 0, True
149, 0, -16.952, 0, -39.848, 0, 2, False, 123, 0, True
150, 0, -16.152, 0, -39.848, 0, 2, False, 123, 0, True
151, 0, -15.352, 0, -39.848, 0, 2, False, 123, 0, True
152, 0, -14.552, 0, -39.848, 0, 2, False, 123, 0, True
153, 0, -13.752, 0, -39.848, 0, 2, False, 123, 0, True
154, 0, -12.952, 0, -39.848, 0, 2, False, 123, 0, True
155, 0, -12.152, 0, -39.848, 0, 2, False, 123, 0, True
156, 0, -11.352, 0, -39.848, 0, 2, False, 123, 0, True
157, 0, -10.552, 0, -39.848, 0, 2, False, 123, 0, True
158, 0, -9.752001, 0, -39.848, 0, 2, False, 123, 0, True
159, 0, -8.952001, 0, -39.848, 0, 2, False, 123, 0, True
160, 0, -8.152, 0, -39.848, 0, 2, False, 123, 0, True
161, 0, -7.352, 0, -39.848, 0, 2, False, 121, 0, True
162, 0, -6.552001, 0, -39.848, 0, 2, False, 121, 0, True
163, 0, -5.752, 0, -39.848, 0, 2, False, 121, 0, True
164, 0, -4.952, 0, -39.848, 0, 2, False, 121, 0, True
165, 0, -4.152, 0, -39.848, 0, 2, False, 121, 0, True
166, 0, -3.352, 0, -39.848, 0, 2, False, 121, 0, True
167, 0, -2.552, 0, -39.848, 0, 2, False, 121, 0, True
168, 0, -1.752, 0, -39.848, 0, 2, False, 121, 0, True
169, 0, -0.952, 0, -39.848, 0, 2, False, 121, 0, True
170, 0, -0.152, 0, -39.848, 0, 2, False, 121, 0, True
171, 0, 0.648, 0, -39.848, 0, 2, False, 121, 0, True
172, 0, 1.448, 0, -39.848, 0, 2, False, 121, 0, True
173, 0, 2.248, 0, -39.848, 0, 2, False, 121, 0, True
174, 0, 3.048, 0, -39.848, 0, 2, False, 121, 0, True
175, 0, 3.848, 0, -39.848, 0, 2, False, 121, 0, True
176, 0, 4.648, 0, -39.848, 0, 2, False, 121, 0, True
177, 0, 5.448, 0, -39.848, 0, 2, False, 121, 0, True
178, 0, 6.248, 0, -39.848, 0, 2, False, 121, 0, True
179, 0, 7.048, 0, -39.848, 0, 2, False, 121, 0, True
180, 0, 7.848001, 0, -39.848, 0, 2, False, 119, 0, True
181, 0, 8.648001, 0, -39.848, 0, 2, False, 119, 0, True
182, 0, 9.448001, 0, -39.848, 0, 2, False, 119, 0, True
183, 0, 10.248, 0, -39.848, 0, 2, False, 119, 0, True
184, 0, 11.048, 0, -39.848, 0, 2, False, 119, 0, True
185, 0, 11.848, 0, -39.848, 0, 2, False, 119, 0, True
186, 0, 12.648, 0, -39.848, 0, 2, False, 119, 0, True
187, 0, 13.448, 0, -39.848, 0, 2, False, 119, 0, True
188, 0, 14.248, 0, -39.848, 0, 2, False, 119, 0, True
189, 0, 15.048, 0, -39.848, 0, 2, False, 119, 0, True
190, 0, 15.848, 0, -39.848, 0, 2, False, 119, 0, True
191, 0, 16.648, 0, -39.848, 0, 2, False, 119, 0, True
192, 0, 17.448, 0, -39.848, 0, 2, False, 119, 0, True
193, 0, 18.248, 0, -39.848, 0, 2, False, 119, 0, True
194, 0, 19.048, 0, -39.848, 0, 2, False, 119, 0, True
195, 0, 19.848, 0, -39.848, 0, 2, False, 119, 0, True
196, 0, 20.648, 0, -39.848, 0, 2, False, 119, 0, True
197, 0, 21.448, 0, -39.848, 0, 2, False, 119, 0, True
198, 0, 22.248, 0, -39.848, 0, 2, False, 119, 0, True
199, 0, 23.048, 0, -39.848, 0, 2, False, 117, 0, True
200, 0, 23.848, 0, -39.848, 0, 2, False, 117, 0, True
201, 0, -55.352, 0, -39.048, 0, 2, False, 127, 0, True
202, 0, -54.552, 0, -39.048, 0, 2, False, 127, 0, True
203, 0, -53.752, 0, -39.048, 0, 2, False, 127, 0, True
204, 0, -52.952, 0, -39.048, 0, 2, False, 127, 0, True
205, 0, -52.152, 0, -39.048, 0, 2, False, 127, 0, True
206, 0, -51.352, 0, -39.048, 0, 2, False, 127, 0, True
207, 0, -50.552, 0, -39.048, 0, 2, False, 127, 0, True
208, 0, -49.752, 0, -39.048, 0, 2, False, 127, 0, True
209, 0, -48.952, 0, -39.048, 0, 2, False, 127, 0, True
210, 0, -48.152, 0, -39.048, 0, 2, False, 127, 0, True
211, 0, -47.352, 0, -39.048, 0, 2, False, 127, 0, True
212, 0, -46.552, 0, -39.048, 0, 2, False, 127, 0, True
213, 0, -45.752, 0, -39.048, 0, 2, False, 127, 0, True
214, 0, -44.952, 0, -39.048, 0, 2, False, 127, 0, True
215, 0, -44.152, 0, -39.048, 0, 2, False, 127, 0, True
216, 0, -43.352, 0, -39.048, 0, 2, False, 127, 0, True
217, 0, -42.552, 0, -39.048, 0, 2, False, 127, 0, True
218, 0, -41.752, 0, -39.048, 0, 2, False, 127, 0, True
219, 0, -40.952, 0, -39.048, 0, 2, False, 127, 0, True
220, 0, -40.152, 0, -39.048, 0, 2, False, 127, 0, True
221, 0, -39.352, 0, -39.048, 0, 2, False, 127, 0, True
222, 0, -38.552, 0, -39.048, 0, 2, False, 125, 0, True
223, 0, -37.752, 0, -39.048, 0, 2, False, 125, 0, True
224, 0, -36.952, 0, -39.048, 0, 2, False, 125, 0, True
225, 0, -36.152, 0, -39.048, 0, 2, False, 125, 0, True
226, 0, -35.352, 0, -39.048, 0, 2, False, 125, 0, True
227, 0, -34.552, 0, -39.048, 0, 2, False, 125, 0, True
228, 0, -33.752, 0, -39.048, 0, 2, False, 125, 0, True
229, 0, -32.952, 0, -39.048, 0, 2, False, 125, 0, True
230, 0, -32.152, 0, -39.048, 0, 2, False, 125, 0, True
231, 0, -31.352, 0, -39.048, 0, 2, False, 125, 0, True
232, 0, -30.552, 0, -39.048, 0, 2, False, 125, 0, True
233, 0, -29.752, 0, -39.048, 0, 2, False, 125, 0, True
234, 0, -28.952, 0, -39.048, 0, 2, False, 125, 0, True
235, 0, -28.152, 0, -39.048, 0, 2, False, 125, 0, True
236, 0, -27.352, 0, -39.048, 0, 2, False, 125, 0, True
237, 0, -26.552, 0, -39.048, 0, 2, False, 125, 0, True
238, 0, -25.752, 0, -39.048, 0, 2, False, 125, 0, True
239, 0, -24.952, 0, -39.048, 0, 2, False, 125, 0, True
240, 0, -24.152, 0, -39.048, 0, 2, False, 125, 0, True
241, 0, -23.352, 0, -39.048, 0, 2, False, 123, 0, True
242, 0, -22.552, 0, -39.048, 0, 2, False, 123, 0, True
243, 0, -21.752, 0, -39.048, 0, 2, False, 123, 0, True
244, 0, -20.952, 0, -39.048, 0, 2, False, 123, 0, True
245, 0, -20.152, 0, -39.048, 0, 2, False, 123, 0, True
246, 0, -19.352, 0, -39.048, 0, 2, False, 123, 0, True
247, 0, -18.552, 0, -39.048, 0, 2, False, 123, 0, True
248, 0, -17.752, 0, -39.048, 0, 2, False, 123, 0, True
249, 0, -16.952, 0, -39.048, 0, 2, False, 123, 0, True
250, 0, -16.152, 0, -39.048, 0, 2, False, 123, 0, True
251, 0, -15.352, 0, -39.048, 0, 2, False, 123, 0, True
252, 0, -14.552, 0, -39.048, 0, 2, False, 123, 0, True
253, 0, -13.752, 0, -39.048, 0, 2, False, 123, 0, True
254, 0, -12.952, 0, -39.048, 0, 2, False, 123, 0, True
255, 0, -12.152, 0, -39.048, 0, 2, False, 123, 0, True
256, 0, -11.352, 0, -39.048, 0, 2, False, 123, 0, True
257, 0, -10.552, 0, -39.048, 0, 2, False, 123, 0, True
258, 0, -9.752001, 0, -39.048, 0, 2, False, 123, 0, True
259, 0, -8.952001, 0, -39.048, 0, 2, False, 123, 0, True
260, 0, -8.152, 0, -39.048, 0, 2, False, 121, 0, True
261, 0, -7.352, 0, -39.048, 0, 2, False, 121, 0, True
262, 0, -6.552001, 0, -39.048, 0, 2, False, 121, 0, True
263, 0, -5.752, 0, -39.048, 0, 2, False, 121, 0, True
264, 0, -4.952, 0, -39.048, 0, 2, False, 121, 0, True
265, 0, -4.152, 0, -39.048, 0, 2, False, 121, 0, True
266, 0, -3.352, 0, -39.048, 0, 2, False, 121, 0, True
267, 0, -2.552, 0, -39.048, 0, 2, False, 121, 0, True
268, 0, -1.752, 0, -39.048, 0, 2, False, 121, 0, True
269, 0, -0.952, 0, -39.048, 0, 2, False, 121, 0, True
270, 0, -0.152, 0, -39.048, 0, 2, False, 121, 0, True
271, 0, 0.648, 0, -39.048, 0, 2, False, 121, 0, True
272, 0, 1.448, 0, -39.048, 0, 2, False, 121, 0, True
273, 0, 2.248, 0, -39.048, 0, 2, False, 121, 0, True
274, 0, 3.048, 0, -39.048, 0, 2, False, 121, 0, True
275, 0, 3.848, 0, -39.048, 0, 2, False, 121, 0, True
276, 0, 4.648, 0, -39.048, 0, 2, False, 121, 0, True
277, 0, 5.448, 0, -39.048, 0, 2, False, 121, 0, True
278, 0, 6.248, 0, -39.048, 0, 2, False, 121, 0, True
279, 0, 7.048, 0, -39.048, 0, 2, False, 119, 0, True
280, 0, 7.848001, 0, -39.048, 0, 2, False, 119, 0, True
281, 0, 8.648001, 0, -39.048, 0, 2, False, 119, 0, True
282, 0, 9.448001, 0, -39.048, 0, 2, False, 119, 0, True
283, 0, 10.248, 0, -39.048, 0, 2, False, 119, 0, True
284, 0, 11.048, 0, -39.048, 0, 2, False, 119, 0, True
285, 0, 11.848, 0, -39.048, 0, 2, False, 119, 0, True
286, 0, 12.648, 0, -39.048, 0, 2, False, 119, 0, True
287, 0, 13.448, 0, -39.048, 0, 2, False, 119, 0, True
288, 0, 14.248, 0, -39.048, 0, 2, False, 119, 0, True
289, 0, 15.048, 0, -39.048, 0, 2, False, 119, 0, True
290, 0, 15.848, 0, -39.048, 0, 2, False, 119, 0, True
291, 0, 16.648, 0, -39.048, 0, 2, False, 119, 0, True
292, 0, 17.448, 0, -39.048, 0, 2, False, 119, 0, True
293, 0, 18.248, 0, -39.048, 0, 2, False, 119, 0, True
294, 0, 19.048, 0, -39.048, 0, 2, False, 119, 0, True
295, 0, 19.848, 0, -39.048, 0, 2, False, 119, 0, True
296, 0, 20.648, 0, -39.048, 0, 2, False, 119, 0, True
297, 0, 21.448, 0, -39.048, 0, 2, False, 119, 0, True
298, 0, 22.248, 0, -39.048, 0, 2, False, 117, 0, True
299, 0, 23.048, 0, -39.048, 0, 2, False, 117, 0, True
300, 0, 23.848, 0, -39.048, 0, 2, False, 117, 0, True
301, 0, -55.352, 0, -38.248, 0, 2, False, 127, 0, True
302, 0, -54.552, 0, -38.248, 0, 2, False, 127, 0, True
303, 0, -53.752, 0, -38.248, 0, 2, False, 127, 0, True
304, 0, -52.952, 0, -38.248, 0, 2, False, 127, 0, True
305, 0, -52.152, 0, -38.248, 0, 2, False, 127, 0, True
306, 0, -51.352, 0, -38.248, 0, 2, False, 127, 0, True
307, 0, -50.552, 0, -38.248, 0, 2, False, 127, 0, True
308, 0, -49.752, 0, -38.248, 0, 2, False, 127, 0, True
309, 0, -48.952, 0, -38.248, 0, 2, False, 127, 0, True
310, 0, -48.152, 0, -38.248, 0, 2, False, 127, 0, True
311, 0, -47.352, 0, -38.248, 0, 2, False, 127, 0, True
312, 0, -46.552, 0, -38.248, 0, 2, False, 127, 0, True
313, 0, -45.752, 0, -38.248, 0, 2, False, 127, 0, True
314, 0, -44.952, 0, -38.248, 0, 2, False, 127, 0, True
315, 0, -44.152, 0, -38.248, 0, 2, False, 127, 0, True
316, 0, -43.352, 0, -38.248, 0, 2, False, 127, 0, True
317, 0, -42.552, 0, -38.248, 0, 2, False, 127, 0, True
318, 0, -41.752, 0, -38.248, 0, 2, False, 127, 0, True
319, 0, -40.952, 0, -38.248, 0, 2, False, 127, 0, True
320, 0, -40.152, 0, -38.248, 0, 2, False, 125, 0, True
321, 0, -39.352, 0, -38.248, 0, 2, False, 125, 0, True
322, 0, -38.552, 0, -38.248, 0, 2, False, 125, 0, True
323, 0, -37.752, 0, -38.248, 0, 2, False, 125, 0, True
324, 0, -36.952, 0, -38.248, 0, 2, False, 125, 0, True
325, 0, -36.152, 0, -38.248, 0, 2, False, 125, 0, True
326, 0, -35.352, 0, -38.248, 0, 2, False, 125, 0, True
327, 0, -34.552, 0, -38.248, 0, 2, False, 125, 0, True
328, 0, -33.752, 0, -38.248, 0, 2, False, 125, 0, True
329, 0, -32.952, 0, -38.248, 0, 2, False, 125, 0, True
330, 0, -32.152, 0, -38.248, 0, 2, False, 125, 0, True
331, 0, -31.352, 0, -38.248, 0, 2, False, 125, 0, True
332, 0, -30.552, 0, -38.248, 0, 2, False, 125, 0, True
333, 0, -29.752, 0, -38.248, 0, 2, False, 125, 0, True
334, 0, -28.952, 0, -38.248, 0, 2, False, 125, 0, True
335, 0, -28.152, 0, -38.248, 0, 2, False, 125, 0, True
336, 0, -27.352, 0, -38.248, 0, 2, False, 125, 0, True
337, 0, -26.552, 0, -38.248, 0, 2, False, 125, 0, True
338, 0, -25.752, 0, -38.248, 0, 2, False, 125, 0, True
339, 0, -24.952, 0, -38.248, 0, 2, False, 125, 0, True
340, 0, -24.152, 0, -38.248, 0, 2, False, 123, 0, True
341, 0, -23.352, 0, -38.248, 0, 2, False, 123, 0, True
342, 0, -22.552, 0, -38.248, 0, 2, False, 123, 0, True
343, 0, -21.752, 0, -38.248, 0, 2, False, 123, 0, True
344, 0, -20.952, 0, -38.248, 0, 2, False, 123, 0, True
345, 0, -20.152, 0, -38.248, 0, 2, False, 123, 0, True
346, 0, -19.352, 0, -38.248, 0, 2, False, 123, 0, True
347, 0, -18.552, 0, -38.248, 0, 2, False, 123, 0, True
348, 0, -17.752, 0, -38.248, 0, 2, False, 123, 0, True
349, 0, -16.952, 0, -38.248, 0, 2, False, 123, 0, True
350, 0, -16.152, 0, -38.248, 0, 2, False, 123, 0, True
351, 0, -15.352, 0, -38.248, 0, 2, False, 123, 0, True
352, 0, -14.552, 0, -38.248, 0, 2, False, 123, 0, True
353, 0, -13.752, 0, -38.248, 0, 2, False, 123, 0, True
354, 0, -12.952, 0, -38.248, 0, 2, False, 123, 0, True
355, 0, -12.152, 0, -38.248, 0, 2, False, 123, 0, True
356, 0, -11.352, 0, -38.248, 0, 2, False, 123, 0, True
357, 0, -10.552, 0, -38.248, 0, 2, False, 123, 0, True
358, 0, -9.752001, 0, -38.248, 0, 2, False, 123, 0, True
359, 0, -8.952001, 0, -38.248, 0, 2, False, 121, 0, True
360, 0, -8.152, 0, -38.248, 0, 2, False, 121, 0, True
361, 0, -7.352, 0, -38.248, 0, 2, False, 121, 0, True
362, 0, -6.552001, 0, -38.248, 0, 2, False, 121, 0, True
363, 0, -5.752, 0, -38.248, 0, 2, False, 121, 0, True
364, 0, -4.952, 0, -38.248, 0, 2, False, 121, 0, True
365, 0, -4.152, 0, -38.248, 0, 2, False, 121, 0, True
366, 0, -3.352, 0, -38.248, 0, 2, False, 121, 0, True
367, 0, -2.552, 0, -38.248, 0, 2, False, 121, 0, True
368, 0, -1.752, 0, -38.248, 0, 2, False, 121, 0, True
369, 0, -0.952, 0, -38.248, 0, 2, False, 121, 0, True
370, 0, -0.152, 0, -38.248, 0, 2, False, 121, 0, True
371, 0, 0.648, 0, -38.248, 0, 2, False, 121, 0, True
372, 0, 1.448, 0, -38.248, 0, 2, False, 121, 0, True
373, 0, 2.248, 0, -38.248, 0, 2, False, 121, 0, True
374, 0, 3.048, 0, -38.248, 0, 2, False, 121, 0, True
375, 0, 3.848, 0, -38.248, 0, 2, False, 121, 0, True
376, 0, 4.648, 0, -38.248, 0, 2, False, 121, 0, True
377, 0, 5.448, 0, -38.248, 0, 2, False, 121, 0, True
378, 0, 6.248, 0, -38.248, 0, 2, False, 119, 0, True
379, 0, 7.048, 0, -38.248, 0, 2, False, 119, 0, True
380, 0, 7.848001, 0, -38.248, 0, 2, False, 119, 0, True
381, 0, 8.648001, 0, -38.248, 0, 2, False, 119, 0, True
382, 0, 9.448001, 0, -38.248, 0, 2, False, 119, 0, True
383, 0, 10.248, 0, -38.248, 0, 2, False, 119, 0, True
384, 0, 11.048, 0, -38.248, 0, 2, False, 119, 0, True
385, 0, 11.848, 0, -38.248, 0, 2, False, 119, 0, True
386, 0, 12.648, 0, -38.248, 0, 2, False, 119, 0, True
387, 0, 13.448, 0, -38.248, 0, 2, False, 119, 0, True
388, 0, 14.248, 0, -38.248, 0, 2, False, 119, 0, True
389, 0, 15.048, 0, -38.248, 0, 2, False, 119, 0, True
390, 0, 15.848, 0, -38.248, 0, 2, False, 119, 0, True
391, 0, 16.648, 0, -38.248, 0, 2, False, 119, 0, True
392, 0, 17.448, 0, -38.248, 0, 2, False, 119, 0, True
393, 0, 18.248, 0, -38.248, 0, 2, False, 119, 0, True
394, 0, 19.048, 0, -38.248, 0, 2, False, 119, 0, True
395, 0, 19.848, 0, -38.248, 0, 2, False, 119, 0, True
396, 0, 20.648, 0, -38.248, 0, 2, False, 119, 0, True
397, 0, 21.448, 0, -38.248, 0, 2, False, 117, 0, True
398, 0, 22.248, 0, -38.248, 0, 2, False, 117, 0, True
399, 0, 23.048, 0, -38.248, 0, 2, False, 117, 0, True
400, 0, 23.848, 0, -38.248, 0, 2, False, 117, 0, True
401, 0, -55.352, 0, -37.448, 0, 2, False, 127, 0, True
402, 0, -54.552, 0, -37.448, 0, 2, False, 127, 0, True
403, 0, -53.752, 0, -37.448, 0, 2, False, 127, 0, True
404, 0, -52.952, 0, -37.448, 0, 2, False, 127, 0, True
405, 0, -52.152, 0, -37.448, 0, 2, False, 127, 0, True
406, 0, -51.352, 0, -37.448, 0, 2, False, 127, 0, True
407, 0, -50.552, 0, -37.448, 0, 2, False, 127, 0, True
408, 0, -49.752, 0, -37.448, 0, 2, False, 127, 0, True
